,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_x,traveltime_x,studytime_x,failures_x,schoolsup_x,famsup_x,paid_x,activities_x,nursery,higher_x,internet,romantic_x,famrel_x,freetime_x,goout_x,Dalc_x,Walc_x,health_x,absences_x,G1_x,G2_x,G3_x,guardian_y,traveltime_y,studytime_y,failures_y,schoolsup_y,famsup_y,paid_y,activities_y,higher_y,romantic_y,famrel_y,freetime_y,goout_y,Dalc_y,Walc_y,health_y,absences_y,G1_y,G2_y,G3_y
110,GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,13,14,14,father,1,3,0,no,yes,no,yes,yes,no,5,3,3,1,1,5,2,16,18,18
111,GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,13,14,14,mother,1,2,0,no,no,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12
112,GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13,father,1,3,0,no,yes,no,yes,yes,no,5,3,3,1,1,5,2,16,18,18
113,GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13,mother,1,2,0,no,no,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12
114,GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,0,no,yes,no,yes,yes,yes,yes,yes,1,3,5,3,5,1,8,12,10,11,father,4,4,0,no,yes,yes,yes,yes,yes,1,3,5,3,5,1,6,10,13,13
115,GP,F,16,U,LE3,T,4,4,health,health,other,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,1,4,2,15,15,14,mother,1,3,0,no,yes,yes,yes,yes,yes,5,4,5,1,1,4,4,14,15,16
116,GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,4,13,14,14,mother,1,1,0,no,no,no,yes,yes,no,5,5,3,1,1,4,6,18,19,19
117,GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,4,11,11,11,father,1,3,1,yes,yes,no,yes,yes,no,4,1,2,1,1,2,0,7,10,10
118,GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,12,8,10,10,mother,1,2,1,yes,no,no,yes,yes,no,3,1,2,1,1,5,6,10,13,13
119,GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,18,17,18,mother,1,1,0,no,no,no,no,yes,no,3,5,2,1,1,3,10,18,19,19
120,GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,4,10,9,10,mother,1,2,0,no,no,no,yes,yes,yes,5,4,2,1,1,5,8,9,9,9
121,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,16,14,14,father,1,2,0,no,yes,no,yes,yes,no,5,4,4,1,2,5,2,15,15,16
122,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,16,14,14,mother,1,1,0,no,yes,no,no,no,yes,3,3,2,2,1,5,0,7,6,0
123,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,9,9,8,father,1,2,0,no,yes,no,yes,yes,no,5,4,4,1,2,5,2,15,15,16
124,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,9,9,8,mother,1,1,0,no,yes,no,no,no,yes,3,3,2,2,1,5,0,7,6,0
125,GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,4,16,15,16,father,2,2,0,no,yes,no,yes,yes,no,4,4,3,1,1,2,2,11,13,14
126,GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,6,14,14,15,father,2,1,0,no,no,no,yes,yes,no,5,4,2,1,1,5,0,13,14,13
127,GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,14,12,11,11,father,3,2,1,no,yes,no,yes,yes,no,5,2,4,1,4,5,20,9,7,8
128,GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,2,14,13,14,father,1,1,0,no,no,no,no,yes,no,3,4,3,1,2,4,6,14,13,13
129,GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0,14,14,14,mother,1,2,0,no,no,no,no,yes,no,3,2,3,1,2,1,2,16,15,15
130,GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,14,13,13,father,1,4,0,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,16,14,15
131,GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,14,12,13,father,2,2,0,no,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,13,13,13
132,GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,4,12,13,13,mother,1,1,0,no,yes,no,yes,yes,no,3,4,4,1,4,5,18,14,11,13
133,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,12,11,11,mother,1,2,0,no,no,yes,no,yes,yes,5,4,4,1,1,5,0,8,7,8
134,GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,2,9,9,9,father,1,1,0,yes,no,no,no,yes,no,5,5,5,3,2,5,0,13,13,12
135,GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,10,11,11,mother,1,2,0,yes,no,no,yes,yes,yes,5,3,2,1,1,1,0,7,10,11
136,GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,2,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,0,9,10,11,other,1,2,3,no,yes,no,no,no,no,3,4,2,1,1,5,2,7,8,9
137,GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8,14,14,15,mother,1,1,0,no,no,yes,yes,yes,no,3,5,5,2,5,4,8,18,18,18
138,GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,10,11,12,father,2,3,2,no,yes,no,no,yes,yes,4,2,2,2,2,5,0,12,0,0
139,GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6,11,12,13,mother,3,1,0,no,yes,no,yes,yes,yes,4,3,3,1,2,4,0,8,0,0
140,GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,2,13,12,12,father,1,1,0,no,yes,no,no,yes,yes,3,4,4,1,3,5,12,10,13,12
141,GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,15,13,14,father,1,1,0,no,no,no,no,yes,no,3,2,1,1,4,5,16,12,11,11
142,GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,2,12,11,11,mother,4,2,0,no,yes,no,no,yes,yes,5,3,3,1,1,5,0,9,0,0
143,GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,4,13,14,15,mother,1,3,0,no,yes,no,yes,yes,yes,4,3,3,1,1,5,0,11,0,0
144,GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,2,10,9,10,mother,3,2,0,no,no,no,no,yes,no,5,4,5,2,4,5,0,10,0,0
145,GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4,9,9,10,other,2,1,2,no,yes,no,yes,yes,yes,4,3,2,1,1,5,0,4,0,0
146,GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,2,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,10,10,10,mother,1,2,1,no,no,no,no,yes,yes,4,4,4,1,3,5,0,14,12,12
147,GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6,13,14,14,mother,2,1,0,no,no,no,yes,yes,no,4,3,2,1,1,5,0,16,16,15
148,GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,6,9,11,11,father,2,4,0,yes,yes,no,no,yes,no,2,2,2,1,1,3,0,7,9,0
149,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0,15,13,13,mother,1,1,0,no,no,no,yes,yes,no,5,3,2,1,2,5,0,13,12,12
150,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,2,5,4,14,15,15,mother,1,1,0,no,no,no,yes,yes,no,5,3,2,1,2,5,0,13,12,12
151,GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,4,12,11,11,father,2,1,2,no,yes,no,yes,yes,no,2,3,3,2,2,2,8,9,9,9
152,GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,13,13,13,mother,1,3,0,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,9,11,11
153,GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,4,10,11,11,mother,1,1,0,no,no,no,no,yes,no,3,4,4,3,3,1,2,14,14,13
154,GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,12,12,12,father,1,2,0,no,yes,yes,no,yes,no,4,4,2,1,2,5,0,8,11,11
155,GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,1,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,2,11,11,11,father,1,2,3,no,yes,no,no,yes,no,3,3,2,1,1,3,0,6,7,0
156,GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,5,6,13,12,13,mother,1,2,0,no,yes,yes,no,yes,no,4,3,2,1,1,5,2,10,11,11
157,GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,12,11,11,mother,4,1,3,no,no,no,no,yes,no,4,5,5,2,5,5,0,8,9,10
158,GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,2,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,11,9,0,mother,1,1,3,no,no,no,no,no,yes,2,3,5,2,5,4,0,6,5,0
159,GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,9,10,10,mother,1,1,1,no,no,no,yes,yes,yes,4,4,4,3,5,5,6,12,13,14
160,GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,13,13,13,other,2,3,2,no,yes,yes,yes,yes,yes,4,2,1,2,3,3,8,10,10,10
161,GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6,11,9,11,mother,1,1,3,no,yes,no,no,no,yes,4,5,4,1,1,4,0,5,0,0
162,GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,13,13,13,mother,1,1,0,yes,yes,no,no,yes,yes,4,2,1,1,1,4,0,11,11,12
163,GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0,7,8,8,mother,1,2,0,yes,no,yes,yes,yes,no,4,4,4,1,1,1,2,11,8,8
164,GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,3,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14,9,8,10,mother,1,1,0,no,no,no,no,yes,no,2,2,2,3,3,5,8,16,12,13
165,GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,11,10,11,mother,3,1,3,no,yes,no,yes,yes,no,5,2,5,1,5,4,6,9,8,10
166,GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,4,12,10,11,mother,3,1,0,no,no,no,no,yes,no,4,2,2,1,2,3,2,17,15,15
167,GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,5,5,4,4,5,0,10,10,1,father,1,2,1,no,yes,yes,no,yes,yes,4,5,5,4,4,5,4,10,12,12
168,GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8,8,8,9,mother,2,1,2,no,no,no,yes,no,yes,3,3,2,2,2,5,0,7,6,0
169,GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8,mother,4,2,3,no,no,no,yes,no,yes,5,3,5,1,5,5,0,5,8,7
170,GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,9,10,11,father,1,2,0,no,no,no,no,no,no,4,3,5,2,4,4,4,10,10,10
171,GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,17,17,18,father,1,2,0,no,no,yes,no,yes,yes,4,2,3,1,1,3,0,14,15,16
172,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,12,12,13,mother,1,2,0,no,yes,yes,no,yes,no,5,1,5,1,1,4,0,6,7,0
173,GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,16,16,17,mother,1,2,0,no,yes,yes,no,yes,yes,4,4,2,1,1,3,0,14,14,14
174,GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10,father,3,1,2,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,6,5,0
175,GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,16,17,18,mother,2,2,0,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,13,15,16
176,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,11,9,10,mother,1,2,0,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,13,11,10
177,GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,14,13,13,mother,1,2,3,no,no,no,yes,yes,yes,4,3,5,1,1,3,0,8,7,0
178,GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,4,0,14,14,15,mother,2,2,0,no,yes,yes,yes,yes,no,4,4,5,1,1,4,4,10,11,9
179,GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,10,11,11,mother,2,2,0,no,no,yes,yes,yes,no,4,4,4,4,4,4,4,10,9,9
180,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,13,12,14,mother,2,2,0,no,no,yes,yes,yes,no,3,4,4,1,4,5,2,13,13,11
181,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10,father,1,2,0,no,no,no,yes,yes,no,4,3,4,1,4,4,4,6,5,6
182,GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,8,10,9,11,mother,1,1,0,no,yes,no,yes,yes,yes,4,3,3,3,4,3,10,10,8,9
183,GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13,mother,1,2,0,no,yes,no,yes,yes,yes,5,2,3,1,1,2,4,10,10,11
184,GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11,mother,1,2,0,no,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8
185,GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,17,18,17,father,1,2,0,no,yes,no,yes,yes,no,5,4,2,2,3,5,0,16,17,17
186,GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,14,13,14,mother,1,2,0,no,yes,no,yes,yes,yes,5,3,3,2,3,1,56,9,9,8
187,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8,14,15,16,mother,1,2,0,no,yes,yes,no,yes,no,1,2,2,1,2,1,14,12,13,12
188,GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,11,13,14,mother,1,2,0,no,yes,no,yes,yes,yes,4,3,4,2,3,4,12,12,12,11
189,GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,10,9,11,mother,1,1,0,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11
190,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,13,14,16,mother,1,2,0,no,no,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15
191,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,12,13,14,mother,1,2,0,no,yes,no,no,yes,yes,3,3,3,1,3,3,6,8,7,9
192,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6,9,9,10,mother,1,2,0,no,no,no,no,yes,no,3,1,3,1,5,3,4,8,9,10
193,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,6,12,12,13,mother,1,2,0,no,no,no,no,yes,no,4,3,3,1,1,2,10,11,12,13
194,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12,mother,1,2,0,no,no,no,yes,yes,no,5,3,3,1,1,3,0,8,8,9
195,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12,other,2,2,0,no,no,yes,yes,yes,no,4,4,4,4,5,5,12,7,8,8
196,GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,0,11,10,10,mother,1,1,0,no,yes,no,yes,yes,no,4,3,2,3,4,5,8,8,9,10
197,GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,12,12,father,2,1,0,no,no,no,no,yes,no,5,3,3,1,1,3,0,13,14,14
198,GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,8,14,15,16,father,1,2,0,no,no,no,yes,yes,yes,4,3,2,1,1,5,0,14,15,15
199,GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,13,13,14,mother,1,1,0,no,no,no,no,yes,no,5,2,3,1,2,5,4,17,15,16
200,GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,3,5,3,16,10,11,12,father,3,1,0,no,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10
201,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,30,14,15,16,mother,2,1,1,no,yes,no,no,yes,no,4,2,4,2,3,2,24,18,18,18
202,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,2,3,0,11,10,11,mother,1,2,0,no,yes,yes,no,yes,no,4,5,2,1,2,3,0,9,9,10
203,GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,14,14,15,mother,1,2,0,no,yes,no,yes,yes,no,4,3,5,1,5,2,2,16,16,16
204,GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,1,3,4,4,11,12,12,mother,1,2,0,yes,yes,yes,yes,yes,no,4,4,3,1,3,4,6,8,10,10
205,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,no,no,4,4,4,1,3,1,0,14,15,15,mother,1,2,0,no,yes,yes,no,yes,no,4,4,4,1,3,1,4,9,9,10
206,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,21,13,13,13,mother,1,1,0,no,yes,no,no,yes,no,5,3,2,1,2,3,18,7,6,6
207,GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13,mother,2,4,0,no,yes,yes,yes,yes,no,5,3,5,1,1,5,6,10,10,11
208,GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,14,8,9,8,mother,1,3,1,no,yes,yes,no,yes,yes,4,4,3,3,4,5,28,10,9,9
209,GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,3,2,2,4,2,11,11,12,mother,1,2,3,no,yes,yes,no,yes,no,2,3,3,2,2,4,5,7,7,7
210,GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,4,14,15,15,mother,1,2,0,no,no,yes,yes,yes,yes,1,3,2,1,1,1,10,11,12,13
211,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,4,5,2,12,13,13,mother,2,1,0,no,yes,yes,no,yes,no,4,3,2,1,4,5,6,9,9,10
212,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,1,1,4,0,11,12,12,mother,2,3,0,no,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,7,7,7
213,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,3,4,12,12,12,other,1,4,0,no,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8
214,GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,4,5,3,15,13,12,12,mother,1,2,0,no,yes,yes,no,yes,yes,5,3,5,4,5,3,13,12,12,13
215,GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,1,1,4,0,13,13,13,mother,1,2,0,yes,yes,yes,no,yes,no,3,3,4,1,1,4,0,12,13,14
216,GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,4,5,10,12,11,11,mother,1,2,1,no,yes,yes,yes,yes,no,4,4,4,2,4,5,15,6,7,8
217,GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6,12,11,11,mother,1,1,0,no,yes,yes,no,yes,no,5,2,1,1,2,3,12,8,10,10
218,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,16,15,mother,2,2,0,no,no,yes,no,yes,no,4,4,4,1,3,1,2,14,15,15
219,GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,16,11,9,10,mother,1,2,2,no,no,yes,no,yes,yes,3,4,5,2,4,1,22,6,6,4
220,GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,0,no,yes,no,no,yes,yes,yes,no,3,2,4,2,4,4,10,10,10,10,father,1,2,1,no,yes,yes,no,yes,no,3,2,4,2,4,4,13,6,6,8
221,GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,no,no,yes,yes,no,no,3,3,3,1,4,3,4,12,13,13,father,2,1,0,no,yes,yes,no,yes,no,3,3,3,1,4,3,3,7,7,8
222,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,4,0,12,12,13,mother,1,3,0,no,yes,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10
